,DC_Tilburg,Store_1004,Store_1005,Store_1007,Store_1015,Store_1018,Store_1019,Store_1021,Store_1029,Store_1041,Store_1045,Store_1049,Store_1050,Store_1052,Store_1053,Store_1058,Store_1071,Store_1074,Store_1077,Store_1082,Store_1092,Store_1094,Store_1095,Store_1097,Store_1100,Store_1102,Store_1128,Store_1137,Store_1142,Store_1143,Store_1153,Store_1160,Store_1165,Store_1169,Store_1174,Store_1175,Store_1178,Store_1179,Store_1187,Store_1188,Store_1189,Store_1191,Store_1192,Store_1194,Store_1198,Store_1199,Store_1205,Store_1208,Store_1219,Store_1222
Store_1189,2.9353000000000002,4.938,28.506,27.984599999999997,70.622,89.8281,109.2752,71.3481,34.0657,36.6839,32.207,6.795100000000001,27.6967,128.6607,39.903400000000005,124.4316,20.5398,116.79910000000001,38.5327,52.5079,64.94619999999999,66.3564,5.7798,7.1499,29.885,139.4561,21.9772,61.5335,44.9051,21.697400000000002,123.1168,164.1365,49.413199999999996,130.9897,25.3474,93.95710000000001,69.2891,37.0383,68.0841,37.2023,0.0,53.649300000000004,49.037,126.2025,30.3,87.4935,12.701799999999999,36.4831,34.1254,42.6608
Store_1191,49.0028,55.2876,70.0273,75.6104,60.8233,51.441300000000005,70.88839999999999,57.0454,75.587,16.917900000000003,73.7284,50.7338,39.168099999999995,90.27380000000001,16.1037,86.04480000000001,71.5813,78.4123,16.9127,25.885099999999998,70.0823,71.4925,56.6565,49.4258,45.1991,168.6816,41.6653,14.726,80.3052,70.19930000000001,84.7299,193.3621,21.1434,92.6028,72.97330000000001,45.8062,55.341300000000004,20.087,11.1075,16.9983,51.5141,0.0,14.3817,87.81569999999999,38.9983,49.1066,46.536,19.003400000000003,41.9144,47.0851
Store_1192,40.976,47.2609,62.0005,67.5836,71.77239999999999,55.7621,75.2092,72.4985,67.5602,6.8605,65.7016,42.7071,42.9912,94.5947,3.9319,90.3656,63.5545,82.73310000000001,5.8253,15.8288,76.8811,78.2913,48.6297,41.399,43.0613,153.27620000000002,37.5589,18.4013,87.104,62.1725,89.05080000000001,177.9566,28.6584,96.92360000000001,64.9465,50.825,70.4395,12.8029,24.951900000000002,9.7141,43.487300000000005,14.338899999999999,0.0,92.1365,45.8287,53.4275,38.5092,7.916,44.5705,53.210800000000006
Store_1194,122.33160000000001,128.6164,156.4735,161.6566,140.4495,53.655199999999994,20.7957,136.67170000000002,156.34120000000001,88.1214,155.7855,124.0626,125.9873,34.7768,86.0322,24.2684,144.9101,33.409099999999995,85.094,76.97439999999999,159.87720000000002,161.2874,129.9853,122.75460000000001,126.0574,167.3794,120.555,73.6295,170.1001,143.5281,5.322100000000001,192.0599,110.8952,29.3949,161.34320000000002,71.2894,134.9676,95.0397,89.72789999999999,91.95089999999999,124.8429,86.0805,90.0025,0.0,128.8248,48.7768,119.8648,87.97139999999999,127.56660000000001,141.18570000000003
Store_1198,27.3933,36.4025,53.6704,53.7128,41.9587,93.81960000000001,113.2667,42.6848,56.210699999999996,37.4794,54.352,31.8552,7.797899999999999,132.65220000000002,42.3044,128.4232,44.707800000000006,120.79060000000001,43.1134,56.4994,35.6649,37.0751,33.726099999999995,30.5472,12.5153,162.0923,9.7886,65.525,45.887699999999995,46.1948,127.1083,186.77270000000001,21.3212,134.9812,51.0756,82.212,40.625800000000005,36.5604,48.342400000000005,36.7245,29.9046,39.0775,45.6074,130.194,0.0,91.485,21.761200000000002,40.5045,5.3725,13.9975
Store_1199,85.0204,91.3053,106.0449,111.628,92.088,3.0813,34.5376,88.3101,111.6046,50.810199999999995,109.746,86.75139999999999,88.6761,53.9231,48.721,49.694,107.5989,42.0615,47.7828,45.1469,124.9576,119.14269999999999,92.67410000000001,85.4434,88.7462,191.3954,83.24380000000001,36.3183,132.78889999999998,106.2169,48.3792,216.0759,65.584,56.2521,108.9909,22.927799999999998,86.606,57.7285,39.1265,54.6397,87.5317,47.2876,52.691300000000005,51.4649,91.51360000000001,0.0,82.5536,50.660199999999996,90.2554,103.8745
Store_1205,10.0639,19.0731,33.8128,39.395900000000005,62.3573,85.17060000000001,104.6177,63.083400000000005,39.3725,32.0265,37.5138,14.525799999999998,19.4321,124.00319999999999,35.2459,119.7742,31.5885,112.14160000000001,33.8753,47.8504,53.0878,54.4979,16.3967,13.217799999999999,19.5021,144.7629,13.7125,56.876,52.2905,33.9847,118.4593,169.4433,35.6095,126.3322,36.7587,89.29960000000001,61.0245,32.3808,63.4266,32.5449,12.5752,48.991800000000005,44.379599999999996,121.545,22.035400000000003,82.836,0.0,31.825599999999998,21.0113,34.3962
Store_1208,34.2371,40.5219,55.2616,60.844699999999996,70.3382,52.8188,72.26589999999999,71.0643,60.8213,1.3271,58.9627,35.9681,37.8868,91.6514,4.1698,87.4224,56.815599999999996,79.7898,2.7992,9.9893,71.77669999999999,73.1869,41.890800000000006,34.6601,37.956900000000005,145.5033,32.4545,24.4361,81.9996,55.4336,86.1075,170.1838,27.2242,93.98039999999999,58.2076,56.8597,69.0053,9.889299999999999,30.9867,8.2799,36.748400000000004,18.5957,7.4728,89.19319999999999,40.7243,50.484199999999994,31.7703,0.0,39.4661,53.0852
Store_1219,29.4505,37.1103,48.575199999999995,48.617599999999996,47.2461,95.87689999999999,115.324,47.972199999999994,51.1155,39.536699999999996,49.256800000000005,33.9125,3.3861,134.7095,44.3617,130.4804,39.6126,122.8479,45.1707,58.5567,34.204800000000006,35.615,37.952,32.6044,5.1053999999999995,163.6474,11.8459,67.5823,44.4276,41.099599999999995,129.1656,188.3279,23.3785,137.0385,45.9804,84.2692,45.9133,38.6177,50.399699999999996,38.781800000000004,35.5664,41.134800000000006,47.664699999999996,132.2513,4.82,93.5423,23.8184,42.561800000000005,0.0,19.285
Store_1222,39.279900000000005,48.289199999999994,65.5571,65.5995,33.746300000000005,99.72,125.15339999999999,34.472300000000004,68.0973,48.6855,66.2387,43.741800000000005,19.6846,144.53889999999998,49.697199999999995,140.3098,56.5945,132.6773,50.506099999999996,68.386,34.4167,28.6019,45.6127,42.433800000000005,24.4019,173.97889999999998,21.6753,60.6584,57.7744,58.0815,138.995,198.6594,23.584,146.8679,62.962300000000006,79.8448,32.4134,43.953199999999995,49.111,44.1173,41.7913,46.792199999999994,53.000099999999996,142.0807,13.276299999999999,103.3717,33.647800000000004,51.4283,19.3837,0.0
